"job_id";"sequence_number";"sequence_identifier";"full_name";"sequence_score";"bp_score";"cutoff_head";"cutoff_tail";"identity";"quality";"startpos";"stoppos";"ecolipos";"bps";"gene_bps";"turn";"lca_tax_embl_ebi_ena";"lca_tax_gtdb";"lca_tax_ltp";"lca_tax_rdp";"lca_tax_slv"
"1201710";"258";"Otu258";"None";"0.969142";"0";"0";"0";"97.1014";"96";"13861";"15942";"533";"69";"69";"none";"Bacteria;environmental samples;";"Unclassified;";"Unclassified;";"Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;unclassified_Lachnospiraceae;";"Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;"
"1201710";"259";"Otu259";"None";"0.97969";"0";"0";"0";"98.5507";"97";"13861";"15942";"533";"69";"69";"none";"Bacteria;environmental samples;";"Unclassified;";"Unclassified;";"Bacteria;""Bacteroidetes"";""Bacteroidia"";""Bacteroidales"";""Rikenellaceae"";Alistipes;";"Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;"
"1201710";"260";"Otu260";"None";"0";"0";"0";"0";"100";"100";"13861";"15942";"533";"69";"69";"none";"Unclassified;";"Unclassified;";"Unclassified;";"Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnospiracea_incertae_sedis;";"Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;[Eubacterium] hallii group;"
"1201710";"261";"Otu261";"None";"0.947893";"0";"0";"0";"97.1014";"94";"13861";"15942";"533";"69";"69";"none";"Bacteria;";"d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerocolumna;s__Anaerocolumna sp000702945;";"Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Anaerocolumna;";"Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;";"Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;"
"1201710";"262";"Otu262";"None";"0";"0";"0";"0";"100";"100";"13861";"15942";"533";"69";"69";"none";"Bacteria;environmental samples;";"Unclassified;";"Unclassified;";"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcus;";"Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Ruminococcus;"
"1201710";"263";"Otu263";"None";"0.979302";"0";"0";"0";"94.2029";"97";"13861";"15942";"533";"69";"69";"none";"Bacteria;environmental samples;";"Unclassified;";"Unclassified;";"Bacteria;";"Bacteria;Firmicutes;Bacilli;RF39;"
"1201710";"264";"Otu264";"None";"0.979264";"0";"0";"0";"97.1014";"97";"13861";"15942";"533";"69";"69";"none";"Bacteria;environmental samples;";"Unclassified;";"Unclassified;";"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;unclassified_Ruminococcaceae;";"Bacteria;Firmicutes;Clostridia;Clostridia UCG-014;"
"1201710";"265";"Otu265";"None";"0";"0";"0";"0";"100";"100";"13861";"15942";"533";"69";"69";"none";"Unclassified;";"Unclassified;";"Unclassified;";"Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnospiracea_incertae_sedis;";"Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;"
"1201710";"266";"Otu266";"None";"0.979408";"0";"0";"0";"98.5507";"97";"13861";"15942";"533";"69";"69";"none";"Bacteria;environmental samples;";"Unclassified;";"Unclassified;";"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;unclassified_Ruminococcaceae;";"Bacteria;Firmicutes;Clostridia;Clostridia UCG-014;"
"1201710";"267";"Otu267";"None";"0.958569";"0";"0";"0";"98.5507";"95";"13861";"15942";"533";"69";"69";"none";"Bacteria;environmental samples;";"Unclassified;";"Unclassified;";"Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;unclassified_Lachnospiraceae;";"Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;"
"1201710";"268";"Otu268";"None";"0.979339";"0";"0";"0";"97.1014";"97";"13861";"15942";"533";"69";"69";"none";"Bacteria;environmental samples;";"Unclassified;";"Unclassified;";"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;unclassified_Ruminococcaceae;";"Bacteria;Firmicutes;Clostridia;Clostridia UCG-014;"
"1201710";"269";"Otu269";"None";"0";"0";"0";"0";"100";"100";"13861";"15942";"533";"69";"69";"none";"Unclassified;";"Unclassified;";"Unclassified;";"Bacteria;""Proteobacteria"";Betaproteobacteria;Burkholderiales;Sutterellaceae;Parasutterella;";"Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Sutterellaceae;Parasutterella;"
"1201710";"270";"Otu270";"None";"0.953154";"0";"0";"0";"94.2029";"95";"13861";"15942";"533";"69";"69";"none";"Unclassified;";"Unclassified;";"Unclassified;";"Bacteria;Firmicutes;Clostridia;Clostridiales;unclassified_Clostridiales;";"Bacteria;Firmicutes;Clostridia;Clostridia vadinBB60 group;"
"1201710";"271";"Otu271";"None";"0";"0";"0";"0";"100";"100";"13861";"15942";"533";"69";"69";"none";"Unclassified;";"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides goldsteinii;";"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Parabacteroides;";"Bacteria;""Bacteroidetes"";""Bacteroidia"";""Bacteroidales"";""Porphyromonadaceae"";Parabacteroides;";"Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides;"
"1201710";"272";"Otu272";"None";"0.979869";"0";"0";"0";"98.5507";"97";"13861";"15942";"533";"69";"69";"none";"Bacteria;environmental samples;";"Unclassified;";"Unclassified;";"Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;unclassified_Lachnospiraceae;";"Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Roseburia;"
"1201710";"273";"Otu273";"None";"0";"0";"0";"0";"100";"100";"13861";"15942";"533";"69";"69";"none";"Unclassified;";"Unclassified;";"Unclassified;";"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Butyricicoccus;";"Bacteria;Firmicutes;Clostridia;Oscillospirales;Butyricicoccaceae;Butyricicoccus;"
"1201710";"274";"Otu274";"None";"0.979839";"0";"0";"0";"98.5507";"97";"13861";"15942";"533";"69";"69";"none";"Bacteria;environmental samples;";"Unclassified;";"Unclassified;";"Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;unclassified_Lachnospiraceae;";"Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;"
"1201710";"275";"Otu275";"None";"0";"0";"0";"0";"100";"100";"13861";"15942";"533";"69";"69";"none";"Unclassified;";"Unclassified;";"Unclassified;";"Bacteria;""Bacteroidetes"";""Bacteroidia"";""Bacteroidales"";Bacteroidaceae;Bacteroides;";"Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;"
"1201710";"276";"Otu276";"None";"0.979472";"0";"0";"0";"98.5507";"97";"13861";"15942";"533";"69";"69";"none";"Bacteria;environmental samples;";"Unclassified;";"Unclassified;";"Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;unclassified_Lachnospiraceae;";"Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Roseburia;"
"1201710";"277";"Otu277";"None";"0.947524";"0";"0";"0";"95.6522";"94";"13861";"15942";"533";"69";"69";"none";"Bacteria;environmental samples;";"Unclassified;";"Unclassified;";"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;unclassified_Ruminococcaceae;";"Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;uncultured;"
"1201710";"278";"Otu278";"None";"0.956399";"0";"0";"0";"94.2029";"95";"13861";"15942";"533";"69";"69";"none";"Bacteria;environmental samples;";"Unclassified;";"Unclassified;";"Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;unclassified_Lachnospiraceae;";"Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;uncultured;"
"1201710";"279";"Otu279";"None";"0";"0";"0";"0";"100";"100";"13861";"15942";"533";"69";"69";"none";"Unclassified;";"Unclassified;";"Unclassified;";"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;";"Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;"
"1201710";"280";"Otu280";"None";"0.983589";"0";"0";"0";"97.1014";"98";"13861";"15942";"533";"69";"69";"none";"Bacteria;";"d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Eubacteriales;f__Anaerofustaceae;g__Anaerofustis;s__Anaerofustis stercorihominis;";"Bacteria;Firmicutes;Clostridia;Clostridiales;Eubacteriaceae;Anaerofustis;";"Bacteria;Firmicutes;Clostridia;Clostridiales;Eubacteriaceae;Anaerofustis;";"Bacteria;Firmicutes;Clostridia;Eubacteriales;Anaerofustaceae;Anaerofustis;"
"1201710";"281";"Otu281";"None";"0.934103";"0";"0";"0";"91.3044";"93";"13861";"15942";"533";"69";"69";"none";"Bacteria;environmental samples;";"Unclassified;";"Unclassified;";"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;";"Bacteria;Firmicutes;Clostridia;Oscillospirales;"
"1201710";"282";"Otu282";"None";"0.979685";"0";"0";"0";"97.1014";"97";"13861";"15942";"533";"69";"69";"none";"Bacteria;";"Unclassified;";"Bacteria;Coriobacteriia;Eggerthellales;Eggerthellaceae;Paraeggerthella;";"Bacteria;""Actinobacteria"";Actinobacteria;Coriobacteridae;Coriobacteriales;""Coriobacterineae"";Coriobacteriaceae;";"Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Eggerthellaceae;"
"1201710";"283";"Otu283";"None";"0";"0";"0";"0";"100";"100";"13861";"15942";"533";"69";"69";"none";"Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio;";"Unclassified;";"Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio;";"Bacteria;""Proteobacteria"";Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio;";"Bacteria;Desulfobacterota;Desulfovibrionia;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio;"
"1201710";"284";"Otu284";"None";"0.979074";"0";"0";"0";"92.7536";"97";"13861";"15942";"533";"69";"69";"none";"Unclassified;";"Unclassified;";"Unclassified;";"Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;";"Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelotrichaceae;uncultured;"
"1201710";"285";"Otu285";"None";"0";"0";"0";"0";"100";"100";"13861";"15942";"533";"69";"69";"none";"Bacteria;environmental samples;";"Unclassified;";"Unclassified;";"Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;";"Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;"
"1201710";"286";"Otu286";"None";"0";"0";"0";"0";"100";"100";"13861";"15942";"533";"69";"69";"none";"Bacteria;environmental samples;";"Unclassified;";"Unclassified;";"Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;unclassified_Lachnospiraceae;";"Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae NK4A136 group;"
"1201710";"287";"Otu287";"None";"0.980124";"0";"0";"0";"98.5507";"98";"13861";"15942";"533";"69";"69";"none";"Unclassified;";"Unclassified;";"Unclassified;";"Bacteria;""Bacteroidetes"";""Bacteroidia"";""Bacteroidales"";""Porphyromonadaceae"";";"Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;"
"1201710";"288";"Otu288";"None";"0.989343";"0";"0";"0";"95.6522";"98";"13861";"15942";"533";"69";"69";"none";"Bacteria;environmental samples;";"Unclassified;";"Unclassified;";"Bacteria;Firmicutes;Clostridia;Clostridiales;";"Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;"
"1201710";"289";"Otu289";"None";"0.957308";"0";"0";"0";"95.6522";"95";"13861";"15942";"533";"69";"69";"none";"Bacteria;environmental samples;";"Unclassified;";"Unclassified;";"Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;unclassified_Lachnospiraceae;";"Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae NK4A136 group;"
"1201710";"290";"Otu290";"None";"0";"0";"0";"0";"100";"100";"13861";"15942";"533";"69";"69";"none";"Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Pediococcus;";"Unclassified;";"Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Pediococcus;";"Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Pediococcus;";"Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Pediococcus;"
"1201710";"291";"Otu291";"None";"0";"0";"0";"0";"100";"100";"13861";"15942";"533";"69";"69";"none";"Unclassified;";"Unclassified;";"Unclassified;";"Bacteria;Firmicutes;Clostridia;Clostridiales;";"Bacteria;Firmicutes;Clostridia;Christensenellales;Christensenellaceae;Christensenellaceae R-7 group;"
"1201710";"292";"Otu292";"None";"0.979285";"0";"0";"0";"97.1014";"97";"13861";"15942";"533";"69";"69";"none";"Unclassified;";"Unclassified;";"Unclassified;";"Bacteria;""Bacteroidetes"";""Bacteroidia"";""Bacteroidales"";";"Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Alloprevotella;"
"1201710";"293";"Otu293";"None";"0.948515";"0";"0";"0";"94.2029";"94";"13861";"15942";"533";"69";"69";"none";"Bacteria;environmental samples;";"Unclassified;";"Unclassified;";"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;unclassified_Ruminococcaceae;";"Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;uncultured;"
"1201710";"294";"Otu294";"None";"0.979221";"0";"0";"0";"95.6522";"97";"13861";"15942";"533";"69";"69";"none";"Bacteria;";"Unclassified;";"Unclassified;";"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;unclassified_Ruminococcaceae;";"Bacteria;Firmicutes;Clostridia;Clostridia UCG-014;"
"1201710";"295";"Otu295";"None";"0";"0";"0";"0";"100";"100";"13861";"15942";"533";"69";"69";"none";"Bacteria;environmental samples;";"Unclassified;";"Unclassified;";"Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;unclassified_Lachnospiraceae;";"Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;"
"1201710";"296";"Otu296";"None";"0";"0";"0";"0";"100";"100";"13861";"15942";"533";"69";"69";"none";"Bacteria;environmental samples;";"Unclassified;";"Unclassified;";"Bacteria;Firmicutes;Clostridia;Clostridiales;";"Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Anaerovoracaceae;"
"1201710";"297";"Otu297";"None";"0.97874";"0";"0";"0";"91.4286";"97";"13861";"15942";"533";"69";"69";"none";"Unclassified;";"Unclassified;";"Unclassified;";"Bacteria;Firmicutes;unclassified_Firmicutes;";"Bacteria;Firmicutes;Bacilli;RF39;"
"1201710";"298";"Otu298";"None";"0";"0";"0";"0";"100";"100";"13861";"15942";"533";"69";"69";"none";"Bacteria;environmental samples;";"Unclassified;";"Unclassified;";"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;unclassified_Ruminococcaceae;";"Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;UCG-005;"
"1201710";"299";"Otu299";"None";"0";"0";"0";"0";"100";"100";"13861";"15942";"533";"69";"69";"none";"Bacteria;environmental samples;";"Unclassified;";"Unclassified;";"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;unclassified_Ruminococcaceae;";"Bacteria;Firmicutes;Clostridia;Clostridia UCG-014;"
"1201710";"300";"Otu300";"None";"0";"0";"0";"0";"100";"100";"13861";"15942";"533";"69";"69";"none";"Bacteria;environmental samples;";"Unclassified;";"Unclassified;";"Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;";"Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;"
"1201710";"301";"Otu301";"None";"0";"0";"0";"0";"100";"100";"13861";"15942";"533";"69";"69";"none";"Unclassified;";"Unclassified;";"Unclassified;";"Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;";"Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnoclostridium;"
"1201710";"302";"Otu302";"None";"0.970003";"0";"0";"0";"94.2029";"97";"13861";"15942";"533";"69";"69";"none";"Bacteria;environmental samples;";"Unclassified;";"Unclassified;";"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;unclassified_Ruminococcaceae;";"Bacteria;Firmicutes;Clostridia;Clostridia UCG-014;"
"1201710";"303";"Otu303";"None";"0.958386";"0";"0";"0";"98.5507";"95";"13861";"15942";"533";"69";"69";"none";"Bacteria;environmental samples;";"Unclassified;";"Unclassified;";"Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;unclassified_Lachnospiraceae;";"Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;"
"1201710";"304";"Otu304";"None";"0.899593";"0";"0";"0";"91.3044";"89";"13861";"15942";"533";"69";"69";"none";"Unclassified;";"Unclassified;";"Unclassified;";"Unclassified;";"Unclassified;"
"1201710";"305";"Otu305";"None";"0.979995";"0";"0";"0";"98.5507";"97";"13861";"15942";"533";"69";"69";"none";"Bacteria;environmental samples;";"Unclassified;";"Unclassified;";"Bacteria;Firmicutes;Clostridia;Clostridiales;";"Bacteria;Firmicutes;Clostridia;"
"1201710";"306";"Otu306";"None";"0.979701";"0";"0";"0";"95.6522";"97";"13861";"15942";"533";"69";"69";"none";"Bacteria;environmental samples;";"Unclassified;";"Unclassified;";"Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;unclassified_Lachnospiraceae;";"Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;A2;"
"1201710";"307";"Otu307";"None";"0.971042";"0";"0";"0";"97.1014";"97";"13861";"15942";"533";"69";"69";"none";"Bacteria;";"Unclassified;";"Unclassified;";"Bacteria;Firmicutes;Clostridia;Clostridiales;";"Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;"
"1201710";"308";"Otu308";"None";"0";"0";"0";"0";"100";"100";"13861";"15942";"533";"69";"69";"none";"Unclassified;";"Unclassified;";"Unclassified;";"Bacteria;""Bacteroidetes"";""Bacteroidia"";""Bacteroidales"";""Porphyromonadaceae"";Odoribacter;";"Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Marinifilaceae;Odoribacter;"
"1201710";"309";"Otu309";"None";"0";"0";"0";"0";"100";"100";"13861";"15942";"533";"69";"69";"none";"Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;";"Unclassified;";"Unclassified;";"Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;";"Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Limosilactobacillus;"
"1201710";"310";"Otu310";"None";"0";"0";"0";"0";"100";"100";"13861";"15942";"533";"69";"69";"none";"Bacteria;";"Unclassified;";"Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Salinicoccus;";"Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;";"Bacteria;Firmicutes;Bacilli;Staphylococcales;Staphylococcaceae;Staphylococcus;"
"1201710";"311";"Otu311";"None";"0.957743";"0";"0";"0";"97.1014";"95";"13861";"15942";"533";"69";"69";"none";"Bacteria;environmental samples;";"Unclassified;";"Unclassified;";"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Anaerotruncus;";"Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Anaerotruncus;"
"1201710";"312";"Otu312";"None";"0.979382";"0";"0";"0";"98.5507";"97";"13861";"15942";"533";"69";"69";"none";"Bacteria;environmental samples;";"Unclassified;";"Unclassified;";"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;unclassified_Ruminococcaceae;";"Bacteria;Firmicutes;Clostridia;Clostridia UCG-014;"
"1201710";"313";"Otu313";"None";"0";"0";"0";"0";"100";"100";"13861";"15942";"533";"69";"69";"none";"Bacteria;environmental samples;";"Unclassified;";"Unclassified;";"Bacteria;Firmicutes;Clostridia;Clostridiales;";"Bacteria;Firmicutes;Clostridia;"
"1201710";"314";"Otu314";"None";"0.971472";"0";"0";"0";"97.1014";"97";"13861";"15942";"533";"69";"69";"none";"Unclassified;";"d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__GCA-900066575;s__GCA-900066575 sp900066385;";"Unclassified;";"Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;unclassified_Lachnospiraceae;";"Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;"
"1201710";"315";"Otu315";"None";"0.981457";"0";"0";"0";"95.7747";"98";"13861";"15942";"533";"69";"69";"none";"Bacteria;environmental samples;";"Unclassified;";"Unclassified;";"Bacteria;";"Bacteria;Firmicutes;Bacilli;RF39;"
"1201710";"316";"Otu316";"None";"0.980296";"0";"0";"0";"98.5507";"98";"13861";"15942";"533";"69";"69";"none";"Bacteria;environmental samples;";"Unclassified;";"Unclassified;";"Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;unclassified_Lachnospiraceae;";"Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;"
"1201710";"317";"Otu317";"None";"0.979778";"0";"0";"0";"98.5507";"97";"13861";"15942";"533";"69";"69";"none";"Bacteria;environmental samples;";"Unclassified;";"Unclassified;";"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Butyricicoccus;";"Bacteria;Firmicutes;Clostridia;Oscillospirales;Butyricicoccaceae;Butyricicoccus;"
"1201710";"318";"Otu318";"None";"0.967593";"0";"0";"0";"97.1014";"96";"13861";"15942";"533";"69";"69";"none";"Bacteria;";"Unclassified;";"Unclassified;";"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Clostridium IV;";"Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;"
"1201710";"319";"Otu319";"None";"0.955357";"0";"0";"0";"92.7536";"95";"13861";"15942";"533";"69";"69";"none";"Bacteria;environmental samples;";"Unclassified;";"Unclassified;";"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;unclassified_Ruminococcaceae;";"Bacteria;Firmicutes;Clostridia;Clostridia UCG-014;"
"1201710";"320";"Otu320";"None";"0.979716";"0";"0";"0";"98.5507";"97";"13861";"15942";"533";"69";"69";"none";"Bacteria;environmental samples;";"Unclassified;";"Unclassified;";"Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;unclassified_Lachnospiraceae;";"Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Roseburia;"
"1201710";"321";"Otu321";"None";"0.979935";"0";"0";"0";"98.5507";"97";"13861";"15942";"533";"69";"69";"none";"Bacteria;environmental samples;";"Unclassified;";"Unclassified;";"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;";"Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;"
"1201710";"322";"Otu322";"None";"0.968359";"0";"0";"0";"97.1014";"96";"13861";"15942";"533";"69";"69";"none";"Unclassified;";"Unclassified;";"Unclassified;";"Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;unclassified_Lachnospiraceae;";"Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae NK4A136 group;"
"1201710";"323";"Otu323";"None";"0";"0";"0";"0";"100";"100";"13861";"15942";"533";"69";"69";"none";"Bacteria;environmental samples;";"Unclassified;";"Unclassified;";"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;";"Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;NK4A214 group;"
"1201710";"324";"Otu324";"None";"0.979253";"0";"0";"0";"94.2029";"97";"13861";"15942";"533";"69";"69";"none";"Bacteria;environmental samples;";"Unclassified;";"Unclassified;";"Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;unclassified_Lachnospiraceae;";"Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Tyzzerella;"
"1201710";"325";"Otu325";"None";"0";"0";"0";"0";"100";"100";"13861";"15942";"533";"69";"69";"none";"Bacteria;environmental samples;";"Unclassified;";"Unclassified;";"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;";"Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;"
"1201710";"326";"Otu326";"None";"0.971305";"0";"0";"0";"95.6522";"97";"13861";"15942";"533";"69";"69";"none";"Bacteria;environmental samples;";"Unclassified;";"Unclassified;";"Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;unclassified_Lachnospiraceae;";"Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;"
"1201710";"327";"Otu327";"None";"0.980005";"0";"0";"0";"98.5507";"98";"13861";"15942";"533";"69";"69";"none";"Bacteria;environmental samples;";"Unclassified;";"Unclassified;";"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;unclassified_Ruminococcaceae;";"Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;"
"1201710";"328";"Otu328";"None";"0";"0";"0";"0";"100";"100";"13861";"15942";"533";"69";"69";"none";"Unclassified;";"Unclassified;";"Unclassified;";"Bacteria;Firmicutes;Bacilli;Lactobacillales;";"Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;"
"1201710";"329";"Otu329";"None";"0.95695";"0";"0";"0";"92.7536";"95";"13861";"15942";"533";"69";"69";"none";"Bacteria;environmental samples;";"Unclassified;";"Unclassified;";"Bacteria;""Actinobacteria"";Actinobacteria;Coriobacteridae;Coriobacteriales;""Coriobacterineae"";Coriobacteriaceae;unclassified_Coriobacteriaceae;";"Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Eggerthellaceae;Enterorhabdus;"
"1201710";"330";"Otu330";"None";"0.978701";"0";"0";"0";"91.3044";"97";"13861";"15942";"533";"69";"69";"none";"Bacteria;environmental samples;";"Unclassified;";"Unclassified;";"Bacteria;Firmicutes;Clostridia;Clostridiales;unclassified_Clostridiales;";"Bacteria;Firmicutes;Clostridia;Clostridia vadinBB60 group;"
"1201710";"331";"Otu331";"None";"0.980016";"0";"0";"0";"97.1014";"98";"13861";"15942";"533";"69";"69";"none";"Bacteria;environmental samples;";"Unclassified;";"Unclassified;";"Bacteria;""Bacteroidetes"";""Bacteroidia"";""Bacteroidales"";""Prevotellaceae"";Prevotella;";"Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;"
"1201710";"332";"Otu332";"None";"0.979874";"0";"0";"0";"98.5507";"97";"13861";"15942";"533";"69";"69";"none";"Bacteria;environmental samples;";"Unclassified;";"Unclassified;";"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;";"Bacteria;Firmicutes;Clostridia;Oscillospirales;Butyricicoccaceae;UCG-009;"
