gene,noFMT_2_ileum
gene_2783770,96
gene_2224569,96
gene_2376983,96
gene_3603310,96
gene_4382236,96
gene_3683748,96
gene_3988043,96
gene_3406307,95
gene_4627517,95
gene_2421602,95
gene_4499345,95
gene_4378839,95
gene_4562746,95
gene_4315489,95
gene_4510689,95
gene_4349008,95
gene_4102388,95
gene_3428134,95
gene_4404413,95
gene_4300937,95
gene_4494052,95
gene_3004621,95
gene_3375524,95
gene_3628970,95
gene_3470788,95
gene_4121521,95
gene_4078460,95
gene_2523785,95
gene_3980372,95
gene_2829152,95
gene_2782027,95
gene_3572373,95
gene_4235408,95
gene_3021707,95
gene_3518065,95
gene_3531582,95
gene_3323097,95
gene_3064754,95
gene_3492173,95
gene_4098509,95
gene_3725905,95
gene_3188353,95
gene_4027563,95
gene_3247629,95
gene_3045254,95
S-Fe19_GL0002935,95
gene_3953007,95
gene_3161331,94
gene_3788601,94
gene_3403900,94
gene_4241723,94
gene_4605502,94
gene_4156842,94
gene_4414120,94
gene_4395780,94
gene_3892309,94
gene_3580921,94
gene_3734919,94
gene_4059456,94
gene_3415896,94
gene_2716792,94
gene_3692273,94
gene_4385693,94
gene_4636550,94
gene_3831868,94
gene_3473620,94
gene_3913001,94
gene_4526042,94
gene_3838622,94
gene_3972461,94
gene_4468453,94
gene_3345739,94
gene_4633450,94
gene_4476183,94
gene_3920430,94
gene_3867655,94
gene_2898888,94
gene_3725682,94
gene_4201694,94
gene_3994084,94
gene_4241833,94
gene_4055304,94
gene_3059685,94
gene_3173682,93
gene_3841138,93
gene_3451906,93
gene_3780066,93
gene_4629591,93
gene_3280771,93
gene_4380997,93
gene_3907704,93
gene_4052310,93
gene_3642562,93
gene_3680672,93
gene_3361309,93
gene_4271214,93
gene_4185392,93
gene_4367405,93
gene_2613181,93
gene_4102111,93
gene_2829532,93
gene_4397745,93
gene_3682088,93
gene_2598479,93
gene_4564383,93
gene_3682100,93
gene_4439118,93
gene_4083762,93
gene_4003825,93
gene_4471995,93
gene_3523349,93
gene_4095607,93
gene_3279046,93
gene_3963134,93
gene_4037220,93
gene_4626040,93
gene_3658211,93
gene_2226444,93
gene_4484400,93
gene_4186986,93
gene_2485488,93
gene_3426681,93
gene_3229680,93
gene_2564123,93
gene_4149371,93
gene_3456454,93
gene_3369835,93
gene_3088536,93
gene_2651836,93
gene_3706440,93
gene_3611816,92
gene_3340037,92
gene_4414905,92
gene_3007289,92
gene_4390709,92
gene_3345594,92
gene_3191984,92
gene_4177999,92
gene_4229971,92
gene_4464816,92
gene_4075402,92
gene_3975241,92
gene_3604392,92
gene_4383465,92
gene_3218083,92
gene_4250652,92
gene_4328591,92
gene_4631428,92
gene_3588346,92
gene_3213945,92
gene_3905777,92
gene_4493785,92
gene_3562042,92
gene_4549699,92
gene_3927996,92
gene_4437571,92
gene_1940291,92
gene_4594462,92
gene_2699166,92
gene_4003618,92
gene_3512985,92
gene_3187254,92
gene_4546367,92
gene_3869100,92
gene_2244399,92
gene_2682177,92
gene_3789305,92
gene_3893014,92
gene_3777011,92
gene_4512599,92
gene_4200746,92
gene_3324831,92
gene_3873405,92
gene_4201268,92
gene_3609750,92
gene_3334882,92
gene_2798821,92
gene_2970277,92
gene_4128181,92
gene_4048467,92
gene_3762839,91
gene_3086706,91
gene_3783422,91
gene_4461141,91
gene_4468428,91
gene_3524684,91
gene_3606517,91
gene_4008793,91
gene_3722439,91
gene_3333126,91
gene_3865694,91
gene_4110435,91
gene_3822878,91
gene_3993849,91
gene_4174650,91
gene_3630536,91
gene_3652531,91
gene_3714818,91
gene_3115125,91
gene_3248996,91
gene_2906736,91
gene_4179120,91
gene_3962304,91
gene_2625864,91
gene_3950679,91
gene_4422243,91
gene_3806129,91
gene_3977693,91
gene_4313625,91
gene_4596644,91
gene_2808101,91
gene_4343415,91
gene_3591907,91
gene_4408296,91
gene_4304459,91
gene_4268230,91
gene_3372739,91
gene_3379741,91
gene_4502004,91
gene_4411174,91
gene_3749228,91
gene_3484547,91
gene_3360988,91
gene_4073680,91
gene_4632048,91
gene_3268466,91
gene_4417224,91
gene_4290523,91
gene_3794272,91
gene_3388839,91
gene_3670004,91
gene_4027162,91
gene_4158732,91
gene_4452832,91
gene_2754399,91
gene_3716224,91
26_GL0133170,91
gene_4116792,91
gene_4407842,91
gene_4606107,91
gene_4478507,90
gene_4104330,90
gene_3156816,90
gene_4041499,90
gene_3730056,90
gene_2523188,90
gene_3373833,90
gene_1967863,90
gene_4447732,90
gene_4384795,90
gene_3445510,90
gene_4253897,90
gene_4377481,90
gene_4510455,90
gene_2966334,90
gene_3329477,90
gene_4483631,90
gene_2498819,90
gene_2193323,90
gene_4147043,90
gene_3511925,90
gene_4435279,90
gene_4462451,90
gene_3248247,90
gene_3130456,90
gene_3342991,90
gene_3305573,90
gene_4233760,90
gene_3580110,90
gene_4396848,90
gene_4098926,90
gene_4456234,90
gene_4555614,90
gene_3979973,90
gene_3780620,90
gene_4176019,90
gene_3037430,90
gene_2503640,90
gene_4423529,90
gene_4502350,90
gene_3091024,90
gene_3009308,90
gene_4406371,90
gene_3782790,90
gene_3252158,90
gene_4333341,90
gene_4234757,90
gene_3292322,90
gene_4548713,90
gene_3377776,90
gene_4495642,90
gene_3129304,90
gene_4056718,90
gene_4443010,90
gene_2829843,90
gene_4162311,90
gene_3592148,90
gene_4158437,90
gene_3796795,90
gene_4014999,90
gene_3923112,90
gene_4616296,89
gene_3815632,89
gene_4616545,89
gene_4306535,89
gene_4059567,89
gene_3475469,89
gene_2615246,89
gene_4098746,89
gene_2782698,89
gene_2613345,89
gene_4225308,89
gene_4415668,89
gene_3912295,89
gene_4552534,89
gene_3098411,89
gene_4611746,89
gene_3266196,89
gene_3653388,89
gene_3976876,89
gene_2283565,89
gene_2799426,89
gene_4534282,89
gene_3198484,89
gene_3153651,89
2-6_GL0063978,89
gene_3572626,89
gene_3010237,89
gene_3507841,89
gene_4358061,89
gene_2866806,89
gene_3926131,89
gene_3683609,89
gene_3904606,89
gene_4105952,89
gene_4488232,89
gene_3295704,89
gene_3797716,89
gene_4008206,89
gene_3670616,89
gene_3546609,89
gene_4234652,89
gene_4302164,89
gene_3860934,89
gene_3017504,89
gene_3819632,89
gene_3019455,89
gene_3099336,89
gene_4133781,89
gene_2838080,89
gene_4184788,89
gene_4453999,89
gene_3474916,89
gene_3819664,89
gene_3979536,89
gene_4094700,88
gene_4558991,88
gene_2227904,88
gene_4602505,88
gene_3577920,88
gene_3204127,88
gene_3535315,88
gene_3637203,88
gene_3872025,88
MH-6-5_GL0074431,88
gene_3750346,88
gene_3824290,88
gene_2353135,88
gene_3235174,88
gene_4589913,88
gene_3788190,88
gene_4039626,88
gene_3725315,88
gene_4394400,88
gene_3164403,88
gene_4406678,88
gene_3228830,88
gene_4327134,88
gene_3684685,88
gene_3872303,88
gene_2033401,88
gene_3879478,88
gene_2513901,88
gene_2812742,88
gene_4369576,88
gene_2399798,88
gene_3743122,88
gene_3583628,88
gene_3294775,88
gene_4245480,88
gene_3090921,88
gene_3775366,88
gene_3174333,88
gene_3665955,88
gene_4590037,88
gene_4019466,88
gene_4476677,88
gene_4055372,88
S-Fe16_GL0079807,88
gene_4584354,88
gene_3757336,88
gene_3287812,88
gene_4308398,87
gene_3863514,87
gene_3266923,87
gene_3205309,87
gene_3670959,87
gene_3835661,87
gene_2845414,87
gene_4413360,87
gene_4517284,87
gene_3444394,87
gene_4019536,87
gene_3493860,87
gene_3374464,87
gene_3864749,87
gene_2517281,87
gene_3449861,87
gene_3860563,87
gene_2614052,87
gene_3049528,87
gene_2751543,87
gene_4276876,87
gene_2724323,87
gene_2314398,87
gene_4462204,87
gene_3653546,87
gene_3966695,87
gene_3843080,87
gene_4588581,87
gene_3615306,87
gene_4115875,87
gene_4355136,87
gene_3719099,87
gene_4498219,87
gene_2285698,87
gene_4473133,87
gene_3734512,87
gene_3938626,87
gene_3647557,87
gene_4267463,87
gene_4456359,87
gene_4609982,87
gene_2337811,87
gene_4241856,87
gene_4286548,87
gene_2830777,87
gene_4592217,87
gene_3954017,87
gene_3564344,87
gene_4628767,87
gene_3632832,87
gene_4082230,87
gene_3905610,87
gene_4254073,87
gene_2773358,87
gene_4342314,87
gene_4315004,87
gene_4467014,87
gene_4120046,87
gene_3428529,87
gene_3916555,87
gene_4054086,87
gene_4004278,86
gene_2142802,86
gene_4131437,86
gene_3396564,86
gene_3285020,86
gene_4423648,86
gene_3263936,86
gene_3823789,86
gene_3071362,86
gene_3516278,86
gene_3560877,86
gene_3130389,86
gene_4058791,86
gene_3599769,86
gene_2302049,86
gene_3186581,86
gene_3323720,86
gene_3999384,86
gene_1991950,86
gene_2781508,86
gene_3094819,86
gene_3379469,86
gene_4509132,86
gene_3788923,86
gene_3587854,86
gene_4108678,86
gene_4400934,86
gene_4281850,86
gene_3135477,86
gene_4556281,86
gene_3325570,86
gene_3959369,86
gene_3793678,86
gene_4270315,86
gene_3841401,86
gene_3932960,86
gene_3009307,86
gene_4003409,86
gene_4311179,86
gene_2781504,86
gene_3435539,86
gene_3501061,86
gene_2847026,86
gene_3128597,86
gene_4099868,86
gene_3287813,86
gene_3654919,86
gene_4421837,86
gene_4011863,86
gene_3513280,86
gene_3108426,86
gene_4203943,86
gene_4259054,86
gene_3398167,86
gene_3031432,86
gene_4573232,86
gene_3472135,86
gene_3527526,86
gene_3716240,86
gene_3174915,86
gene_2330501,86
gene_3381500,86
S-Fe11_GL0081091,86
gene_4438864,86
gene_3505452,86
gene_3626010,86
gene_2590625,86
gene_2655500,86
gene_3693522,85
gene_3061091,85
gene_3674538,85
gene_4148515,85
gene_3884621,85
gene_4269542,85
gene_4400807,85
gene_3295144,85
gene_4225267,85
gene_4468617,85
gene_4542224,85
gene_3681932,85
gene_4381453,85
gene_3831289,85
gene_2122710,85
gene_2742204,85
gene_2228970,85
gene_3835045,85
gene_4347463,85
gene_4298177,85
gene_4082173,85
gene_2762798,85
gene_3074725,85
gene_4575276,85
gene_3051931,85
2_GL0094331,85
gene_3325759,85
gene_3779240,85
gene_4553513,85
gene_4531553,85
gene_3472444,85
gene_4479174,85
gene_3795076,85
gene_3936168,85
gene_3766949,85
gene_2271479,85
gene_3307682,85
gene_3957796,85
gene_3276107,85
gene_4446694,85
gene_4615950,85
gene_4001036,85
gene_3518321,85
gene_4544809,85
gene_2403606,85
gene_3489681,85
gene_3977892,85
gene_4007557,85
gene_3004241,85
gene_3229618,85
gene_4517259,85
gene_3960465,85
gene_2346663,85
gene_3457467,85
gene_4170316,85
39_GL0140806,85
gene_3109785,85
gene_4271358,85
gene_4185234,85
gene_2905316,85
gene_4463326,84
gene_3584728,84
gene_3779844,84
gene_4113587,84
gene_3426988,84
gene_3450880,84
gene_2021856,84
gene_3897233,84
gene_4328382,84
gene_4033159,84
gene_4350204,84
gene_4164450,84
gene_2944381,84
gene_3885114,84
gene_4308567,84
gene_4086980,84
gene_2818837,84
gene_4604723,84
gene_4106292,84
gene_4335139,84
gene_3582823,84
gene_2924738,84
gene_4538036,84
25_GL0073771,84
gene_3344457,84
gene_3893332,84
gene_4569921,84
gene_3170273,84
gene_3714169,84
gene_4527960,84
gene_3031989,84
gene_4313798,84
gene_3539187,84
gene_4585456,84
gene_3635107,84
gene_4136144,84
gene_4587416,84
gene_2819381,84
gene_3747253,84
gene_3455425,84
gene_4375648,84
gene_2640474,84
gene_3753196,84
gene_1398156,84
gene_2985084,84
gene_3653952,84
gene_4310278,84
gene_3291374,84
gene_2926171,84
gene_3958006,84
gene_4304951,84
gene_4207482,84
gene_4292538,84
gene_3710735,84
gene_4112228,84
gene_3673160,84
gene_4447752,84
gene_2499701,84
gene_4124367,83
gene_3699824,83
gene_4061022,83
gene_3671174,83
gene_3877941,83
gene_3385972,83
gene_4153224,83
gene_2299394,83
gene_3139548,83
gene_3884865,83
gene_3221598,83
gene_4518420,83
gene_4534149,83
gene_4388609,83
gene_3849704,83
gene_2017567,83
gene_3901477,83
gene_3696794,83
gene_3307329,83
gene_4438347,83
gene_4499247,83
gene_3580803,83
gene_4123432,83
gene_3814229,83
gene_4616042,83
gene_3231480,83
gene_3978811,83
gene_3576924,83
gene_4034435,83
gene_3867100,83
gene_4547639,83
gene_3090722,83
gene_2124086,83
gene_4522959,83
gene_3816786,83
gene_4595990,83
gene_4600571,83
gene_4349996,83
gene_2451754,83
gene_3931678,83
gene_3630791,83
gene_4271033,83
gene_4320600,83
gene_4163164,83
gene_2873741,83
gene_3819011,83
gene_3690243,82
gene_3334755,82
gene_3730329,82
gene_4530542,82
gene_4538184,82
gene_4427920,82
gene_3812312,82
gene_3247776,82
gene_3423437,82
gene_3120216,82
gene_4192878,82
gene_3126646,82
gene_3003642,82
gene_2837941,82
gene_4282240,82
gene_2251429,82
gene_4157115,82
gene_4267130,82
gene_3612557,82
gene_3442247,82
gene_4260584,82
gene_4407050,82
gene_4271360,82
gene_2859597,82
gene_3982092,82
4-1_GL0009368,82
gene_3531908,82
gene_4477947,82
gene_3208193,82
gene_3864813,82
gene_3185274,82
gene_3783889,82
gene_4408455,82
gene_4281198,82
gene_4240987,82
gene_3966589,82
gene_4467177,82
gene_4117691,82
gene_3886514,82
gene_3457038,82
gene_2632799,82
2-8_GL0014320,82
gene_4216189,82
gene_4417925,82
gene_3079594,82
gene_2977607,82
gene_3375342,82
gene_3644620,82
gene_2721864,82
gene_3173208,82
gene_4611327,82
gene_3038298,82
gene_4096546,82
gene_4486517,82
gene_4233646,82
gene_4000287,82
gene_2742977,81
gene_2148434,81
gene_4431957,81
gene_3858651,81
gene_4128965,81
gene_4240192,81
gene_3800313,81
gene_3611244,81
gene_3565110,81
gene_4183031,81
gene_4211063,81
gene_3174853,81
gene_4536074,81
gene_4498768,81
gene_4555977,81
gene_4525830,81
gene_3008747,81
gene_3063309,81
gene_3395579,81
gene_4523777,81
gene_2491615,81
gene_4320756,81
gene_3337478,81
gene_2038378,81
gene_4120535,81
gene_3862345,81
gene_3446279,81
gene_2128227,81
gene_3976933,81
gene_3663548,81
gene_1350707,81
gene_3241231,81
gene_3611982,81
gene_3571129,81
gene_2268383,81
gene_3552823,81
gene_4596536,81
gene_3487915,81
gene_4111716,81
gene_4255945,81
gene_4520958,81
gene_3981922,81
gene_3006168,81
gene_2812331,81
gene_4149089,81
gene_4280176,81
gene_3380887,81
gene_2939659,81
gene_4635901,81
gene_3454366,81
gene_2730559,81
gene_4122187,81
gene_4178017,81
gene_2808647,81
gene_4455478,81
gene_3983801,81
4-1_GL0056187,81
gene_4128064,81
11_GL0156550,81
gene_4007830,81
gene_4620357,81
gene_3039629,81
gene_2846948,81
gene_2340482,81
gene_2885449,81
gene_3540034,81
gene_4331818,81
gene_4552580,80
gene_3786873,80
gene_4191579,80
gene_4018986,80
gene_3566386,80
gene_3585037,80
gene_4280100,80
gene_3688288,80
gene_3893450,80
gene_3891306,80
gene_4034422,80
gene_3614203,80
gene_3274243,80
gene_1994827,80
gene_3927870,80
gene_4553514,80
gene_3865516,80
gene_3597882,80
gene_3210285,80
gene_4376379,80
gene_3930031,80
gene_3541486,80
gene_3511904,80
gene_4178508,80
gene_4210890,80
gene_4372115,80
gene_3980982,80
S-Fe16_GL0061303,80
gene_2768166,80
gene_3330440,80
gene_4511971,80
gene_4120723,80
gene_3210812,80
gene_3347159,80
gene_3062707,80
gene_4147630,80
gene_3987232,80
gene_4529021,80
gene_3696134,80
gene_4333199,80
gene_3942533,80
S-Fe14_GL0010621,80
gene_4479583,80
gene_4112077,80
gene_4203841,80
gene_3689114,80
gene_4025176,80
gene_4632837,80
gene_4552696,80
gene_4615983,80
gene_4617151,80
gene_3281667,80
gene_4140954,80
gene_4054047,80
gene_2977051,80
gene_3474384,80
gene_3796115,80
gene_3860699,80
gene_3345032,80
gene_2512300,80
gene_3199176,80
gene_3860157,80
gene_4408642,80
gene_3245582,80
gene_4351220,80
gene_3900021,80
gene_3839297,80
gene_4447213,80
gene_4184420,80
gene_2799871,80
gene_4351765,80
gene_4559019,79
gene_4459824,79
gene_3722862,79
gene_4537269,79
gene_2821144,79
gene_2050342,79
gene_4288703,79
gene_4074876,79
gene_3808858,79
gene_4488832,79
gene_3815508,79
gene_2743556,79
gene_3830460,79
gene_4210373,79
gene_4114312,79
gene_4437774,79
gene_3178806,79
gene_3957003,79
gene_4615855,79
gene_3424357,79
gene_3773575,79
gene_4601570,79
gene_2457398,79
gene_4619062,79
gene_2984296,79
gene_3199651,79
gene_3722693,79
gene_4068181,79
gene_2897647,79
gene_2755043,79
gene_2914088,79
gene_3787109,79
gene_4137728,79
gene_3661192,79
gene_3946127,79
gene_2976919,79
gene_4473333,79
gene_3998828,79
gene_3529347,79
gene_3264322,79
gene_4027041,79
gene_4519013,79
gene_4144495,79
gene_4023862,79
gene_4041052,79
gene_4442015,79
gene_3396349,79
gene_4258788,79
gene_2629747,79
gene_3792648,79
gene_3097577,79
gene_3052322,79
gene_2788579,79
gene_3204642,79
gene_3230140,79
gene_3511774,79
gene_4169521,79
gene_4602887,79
gene_3410493,79
gene_3548948,79
gene_2942317,79
gene_3796598,79
gene_3766416,79
gene_3688513,78
gene_4159574,78
gene_3825320,78
gene_3464697,78
gene_2717492,78
gene_2959025,78
gene_3181942,78
gene_2926420,78
gene_3326803,78
gene_3479290,78
gene_3245328,78
gene_3985276,78
gene_3590890,78
gene_3099711,78
gene_4163357,78
gene_3425757,78
gene_2669906,78
gene_4456646,78
gene_4430733,78
gene_3742890,78
gene_2860854,78
gene_3974090,78
gene_4036297,78
gene_3740809,78
gene_4273786,78
gene_4048872,78
gene_3018118,78
gene_2559945,78
gene_3299156,78
gene_4528332,78
gene_2823645,78
gene_3918052,78
gene_4065460,78
gene_4462685,78
gene_4480337,78
gene_3486795,78
gene_3994378,78
gene_4065798,78
gene_3854967,78
gene_2866187,78
gene_2808837,78
gene_2665586,78
gene_3531462,78
gene_3251062,78
gene_4493884,78
gene_4246911,78
gene_3710916,78
gene_3412874,78
gene_2968326,78
gene_3973616,78
gene_3757674,78
gene_3318694,78
gene_3784217,78
gene_3811596,78
gene_3878043,78
gene_2618666,78
gene_3918068,78
gene_3803099,78
gene_4149514,78
gene_3273921,78
gene_4009337,78
gene_2814672,78
gene_3633359,78
gene_3885143,78
gene_4283512,78
gene_3181091,78
gene_3531141,78
gene_4204042,78
gene_2799072,78
gene_4197346,78
gene_4372726,78
gene_4240536,78
gene_2743250,78
gene_3895626,78
gene_4100565,78
gene_2512028,78
gene_4091658,78
gene_3203993,78
gene_3824752,78
gene_3295148,78
gene_4456794,78
gene_3853348,78
gene_3759384,77
gene_4561808,77
gene_3019709,77
gene_3983734,77
gene_4527279,77
gene_4218002,77
gene_3386608,77
gene_3283633,77
gene_3601459,77
gene_4605091,77
gene_3143729,77
gene_4497695,77
gene_3911339,77
gene_3712257,77
gene_3917416,77
gene_3420753,77
gene_4454029,77
gene_4638725,77
gene_3343754,77
gene_4270429,77
gene_2666714,77
gene_3338441,77
gene_4535593,77
gene_3517686,77
gene_3976070,77
gene_3188929,77
gene_3868597,77
gene_4607758,77
gene_3568447,77
gene_4075183,77
gene_4637221,77
gene_3757763,77
gene_4167405,77
gene_3460115,77
gene_3116675,77
gene_4481778,77
gene_4334315,77
gene_3804646,77
gene_4247693,77
gene_3582553,77
gene_3713740,77
gene_2537019,77
gene_4499932,77
gene_4444192,77
gene_4064015,77
gene_4540342,77
gene_2313341,77
gene_3684337,77
gene_4462203,77
gene_4133076,77
gene_2733812,77
gene_3976754,77
gene_4279394,77
gene_3057834,77
gene_2763955,77
gene_3107182,77
gene_4606480,77
gene_4188351,77
gene_3506776,77
gene_3252185,77
gene_3452711,77
gene_4452609,77
gene_4462517,77
gene_3416408,77
gene_4432479,77
gene_3331725,77
gene_2700601,77
gene_2580857,77
gene_2972956,77
gene_2673247,77
gene_4282315,77
gene_4458929,77
gene_3337090,77
gene_3492317,77
S-Fe10_GL0024528,77
gene_4122599,77
gene_4160062,77
gene_3624774,77
gene_4524556,77
gene_4109436,77
gene_4066796,77
gene_4252744,77
gene_4514176,77
gene_4285137,77
gene_4256510,77
gene_4078736,77
gene_4617700,77
gene_3832042,77
gene_4637991,77
gene_3646252,77
gene_4325384,76
gene_2814879,76
gene_2278817,76
gene_4253189,76
gene_3772548,76
gene_4211151,76
gene_3435313,76
gene_4310380,76
gene_3536830,76
gene_3286464,76
gene_2947105,76
gene_3507776,76
gene_3614688,76
gene_3359789,76
gene_3502147,76
gene_2555989,76
gene_3746123,76
gene_4432982,76
gene_4256226,76
gene_4178596,76
gene_3701223,76
gene_3831236,76
gene_4093873,76
gene_2412021,76
gene_3358304,76
gene_2642495,76
gene_3701855,76
gene_3360411,76
gene_2818935,76
gene_4507853,76
gene_4007477,76
gene_4175396,76
gene_4020396,76
gene_3819238,76
gene_3288152,76
gene_3401464,76
gene_3578233,76
gene_3070708,76
gene_3753243,76
gene_4534525,76
gene_3271106,76
gene_3505002,76
gene_3524722,76
gene_4062882,76
gene_4307814,76
gene_3790931,76
gene_2731267,76
gene_4561881,76
gene_3594314,76
gene_4168433,76
gene_4453241,76
gene_3986800,76
gene_2114559,76
gene_3701063,76
gene_4198469,76
gene_3215401,76
gene_3475962,76
gene_4565619,76
gene_3333152,76
gene_2405067,76
gene_3268569,76
gene_4185004,76
gene_3786395,76
gene_2950784,76
gene_2784832,76
gene_4228479,76
gene_4284888,76
gene_4407409,75
gene_3709722,75
gene_4161470,75
gene_3772389,75
50_GL0051014,75
gene_4256436,75
gene_4093470,75
gene_4322513,75
gene_4093469,75
gene_3037322,75
gene_3653834,75
gene_3700433,75
gene_4520075,75
gene_4017509,75
gene_4371025,75
gene_4537057,75
gene_4049906,75
gene_2836942,75
gene_3461099,75
gene_2697239,75
gene_4512319,75
gene_2800848,75
gene_3437844,75
gene_2516905,75
gene_4462668,75
gene_3970030,75
gene_3193882,75
gene_2670561,75
gene_2829257,75
gene_4343217,75
gene_3779890,75
gene_4470444,75
gene_4163034,75
gene_2657003,75
gene_3975038,75
gene_3276716,75
gene_3836992,75
gene_3602197,75
gene_2574206,75
gene_3933347,75
gene_3363349,75
gene_4492578,75
gene_4174420,75
gene_3395030,75
gene_4616752,75
gene_2707575,75
gene_4036469,75
gene_4549944,75
gene_3907264,75
gene_4134056,75
gene_3684433,75
gene_3252184,75
gene_3594544,75
gene_3877552,75
gene_4246965,75
gene_3868006,75
gene_3751620,75
gene_4415398,75
gene_4503072,75
gene_3239955,75
gene_3335498,75
gene_3887800,75
gene_4463446,75
gene_3899991,75
gene_4133933,75
gene_4017393,75
gene_2251430,75
gene_4319384,75
gene_4408593,75
gene_2583107,75
gene_4370324,75
gene_4215018,75
gene_3117524,75
gene_4060397,75
gene_4303246,75
gene_3388104,75
3-4_GL0018617,75
gene_4202845,75
gene_4392425,75
gene_3050830,74
gene_4618627,74
gene_3997670,74
gene_4006206,74
gene_4442040,74
gene_4430129,74
gene_3749300,74
gene_3659059,74
gene_4576240,74
gene_2702237,74
gene_4448949,74
gene_3792307,74
gene_3614015,74
gene_4562845,74
gene_3138360,74
gene_3388057,74
gene_4191312,74
gene_3181469,74
gene_4194523,74
gene_2744645,74
gene_3137801,74
gene_3509369,74
gene_3223698,74
gene_2858859,74
gene_4401638,74
gene_3760631,74
gene_3990887,74
gene_4614451,74
gene_4269003,74
gene_3205389,74
gene_3377274,74
gene_3770750,74
gene_4365218,74
gene_3420730,74
gene_3987642,74
gene_2661817,74
gene_2357264,74
gene_3476523,74
gene_4246641,74
gene_4275884,74
gene_3900122,74
gene_4489376,74
gene_3806688,74
gene_3241369,74
gene_4210437,74
gene_3568222,74
gene_4195804,74
gene_3449869,74
gene_2458458,74
gene_4429076,74
gene_2193421,74
gene_4615268,74
gene_4294792,74
gene_3915314,74
gene_3435332,74
gene_3867346,74
gene_4357782,74
gene_4326073,74
gene_2486587,74
gene_3743527,74
gene_2487567,74
gene_3669445,74
gene_3917406,74
gene_4280536,74
gene_3985694,74
gene_4332765,74
gene_4475482,74
gene_3854830,74
gene_4607123,74
gene_3306557,74
gene_3052254,74
gene_2737660,74
gene_3646943,74
gene_3919177,74
gene_3883918,74
gene_4365188,74
gene_3476251,74
gene_4339978,74
gene_4454001,74
gene_4166921,74
gene_3514789,74
gene_4161931,74
gene_3814087,74
gene_4236532,74
gene_3152129,74
gene_2972950,73
gene_3108489,73
gene_4076305,73
gene_3989053,73
gene_4389798,73
gene_3366576,73
gene_3701203,73
gene_4089703,73
gene_4631728,73
gene_4173532,73
gene_3229942,73
gene_4290620,73
gene_3903371,73
gene_3950848,73
gene_1925574,73
gene_3796472,73
gene_2959946,73
gene_4167839,73
gene_2623263,73
gene_3194613,73
gene_4275396,73
gene_3534771,73
gene_2834795,73
gene_4404199,73
gene_3795243,73
gene_4350233,73
gene_4599981,73
gene_3702107,73
gene_4006655,73
gene_4240069,73
gene_4195244,73
gene_4428223,73
gene_3466843,73
gene_1454867,73
gene_4020894,73
gene_4508133,73
gene_2452789,73
gene_3377801,73
gene_4169034,73
gene_4073018,73
gene_3984130,73
gene_4417009,73
gene_3746024,73
gene_3828627,73
gene_4240042,73
gene_4158395,73
gene_4407823,73
gene_3813765,73
gene_4057704,73
gene_3155046,73
gene_3063906,73
gene_4088781,73
gene_4436282,73
gene_3670687,73
gene_3635848,73
gene_4365848,73
gene_3592850,73
gene_2326678,73
gene_4538815,73
gene_3264860,73
gene_4042065,73
gene_2474066,73
gene_4139962,73
gene_4548229,73
gene_3470406,73
gene_4202737,73
gene_4423833,73
gene_2247429,73
gene_3099172,73
gene_3396118,73
gene_4555881,73
gene_3116112,73
gene_4446732,73
gene_3627756,73
gene_4354765,73
gene_2162202,73
gene_3158092,73
gene_4012672,73
gene_2597006,73
gene_4430553,73
gene_3382090,73
gene_4230819,73
gene_3045709,73
gene_3052709,73
gene_3925128,72
gene_3814090,72
gene_2967549,72
gene_4145258,72
gene_2986279,72
gene_3299259,72
gene_3297444,72
gene_3565595,72
gene_2357835,72
gene_3790934,72
gene_4401459,72
gene_4100335,72
gene_3068950,72
gene_4036831,72
gene_2732967,72
gene_4261395,72
gene_4049485,72
gene_3200880,72
gene_3484231,72
gene_4279137,72
gene_2408349,72
gene_3790617,72
gene_4349374,72
gene_4238797,72
gene_3185586,72
gene_4589550,72
gene_3670145,72
gene_4571579,72
gene_3667161,72
gene_2400676,72
gene_2860685,72
gene_3853763,72
gene_4557510,72
gene_2624410,72
gene_3889041,72
gene_3286043,72
gene_4221506,72
gene_2127079,72
gene_4249934,72
gene_3156188,72
gene_3888002,72
gene_3187195,72
gene_3182849,72
gene_4134203,72
gene_4051766,72
gene_3946330,72
gene_3643962,72
gene_2831269,72
gene_3742394,72
gene_2121674,72
gene_3439429,72
gene_4597069,72
gene_2322489,72
gene_4493955,72
gene_2784889,72
gene_2434098,72
gene_3131088,72
gene_4401974,72
gene_3851218,72
gene_4127226,72
gene_3951185,72
gene_3476292,72
gene_4604522,72
gene_4577611,72
gene_2491685,72
gene_4560115,72
gene_4155256,72
gene_3727813,72
gene_3929918,72
gene_2499916,72
gene_3104025,72
gene_4205323,72
gene_3848489,72
gene_2527787,72
gene_4600525,72
gene_4032093,72
gene_2740169,72
gene_3102673,72
gene_4476896,72
gene_3414502,72
gene_2688110,72
gene_4615884,72
gene_2446033,71
gene_3601892,71
gene_2848552,71
gene_4192372,71
gene_3771092,71
gene_2737126,71
gene_4048823,71
gene_4203749,71
gene_4094442,71
gene_4502811,71
gene_3583067,71
gene_3659436,71
gene_4138879,71
gene_4139491,71
gene_4569825,71
gene_4084792,71
gene_2770240,71
gene_4341512,71
gene_4276497,71
gene_4123906,71
gene_4410670,71
gene_3933825,71
gene_3342549,71
gene_2337233,71
gene_4292765,71
gene_3551286,71
