gene,noFMT_4_colon
gene_3774645,3
gene_2406023,3
S-Fe8_GL0174505,3
gene_2844920,3
gene_4204042,3
gene_3448439,3
S-Fe1_GL0087115,3
gene_4234652,3
gene_4453768,3
gene_3259659,3
gene_3531331,3
gene_4160291,3
gene_3978811,3
S-Fe5_GL0138090,3
gene_3137954,3
gene_3090225,3
S-Fe10_GL0115023,3
gene_3272504,3
gene_4313698,3
gene_2805817,3
gene_4064801,3
gene_3966454,3
gene_4125202,3
gene_3527961,3
gene_3223366,3
gene_3532789,3
gene_3457369,3
gene_4314115,3
gene_4431065,3
Chow_8_GL0283097,3
Food_4_GL0217588,3
MC-0-1_GL0087360,3
gene_4375941,3
gene_3512680,3
HF-S_2_GL0174618,3
gene_4118660,3
S-Fe7_GL0023562,3
7-1_GL0011139,3
gene_2535405,3
gene_2924851,3
MC-0-3_GL0033793,3
gene_2758069,3
gene_3494606,3
gene_3809391,3
gene_3808129,3
gene_2920531,3
gene_4272565,3
gene_4480399,3
gene_3340949,3
gene_4585683,3
gene_4596226,3
gene_4069395,3
gene_3789480,3
gene_3864352,3
gene_2888877,3
gene_3000702,3
gene_4355535,3
gene_3968786,3
gene_4437391,3
11_GL0138301,3
gene_3044331,3
gene_258098,3
gene_4534282,3
gene_3060786,3
Chow_3_GL0213351,3
gene_2794490,3
gene_3958252,3
gene_3256930,3
gene_127643,3
gene_3431126,3
gene_4508191,3
gene_4619062,3
gene_4602887,3
gene_479683,3
gene_4217059,3
gene_4623899,3
Food_10_GL0235266,3
gene_3561616,3
24_GL0081333,3
18_GL0059474,3
gene_4082551,3
Group2-3A_GL0097527,3
gene_3529162,3
G1-1A_GL0111230,3
gene_3255158,3
S-Fe4_GL0070327,3
gene_4479561,3
gene_4368843,3
NZ_RAYW01000017.1_cds_WP_121699339.1_508,3
gene_3191450,3
AF73-05_2_GL0261942,3
gene_4096174,3
OB-1_8_GL0063710,3
gene_3827796,3
gene_3676658,3
gene_4093001,3
gene_3006212,3
gene_4363085,3
gene_4564289,3
gene_3946545,3
10_GL0030386,3
gene_3817605,3
gene_3333417,3
gene_4213762,3
11_GL0084896,3
gene_4280423,3
gene_3918286,3
gene_3242315,3
gene_4439279,3
gene_3866563,3
gene_4114272,3
MH-0-4_GL0003924,3
gene_4631623,3
gene_4031214,3
gene_3619055,3
gene_4457991,3
gene_3147697,3
gene_2501187,3
gene_4438801,3
gene_755537,3
gene_4032210,3
gene_3602481,3
gene_2144275,3
gene_1862600,3
gene_4227539,3
gene_1673196,3
gene_2954282,3
gene_4377477,3
6-3_GL0079590,3
gene_620672,3
gene_3172566,3
gene_381361,3
gene_4158362,3
gene_224816,3
gene_1750020,3
gene_4308553,3
gene_3960583,3
gene_1857360,3
gene_2765885,3
gene_4295108,3
gene_2856965,3
gene_3068950,3
gene_4216145,3
gene_3987642,3
gene_730014,3
gene_3860867,3
gene_3830981,3
gene_2674888,3
gene_3940955,3
G1-1A_GL0111178,3
gene_2901794,3
15_GL0173082,3
G1-1A_GL0010975,3
G1-1A_GL0002877,3
gene_4398601,3
gene_3258482,3
gene_3365459,3
gene_4622903,3
gene_3515780,3
gene_3318467,3
gene_4281850,3
Chow_1_GL0176571,3
gene_2427274,3
gene_3823736,3
1_GL0047237,3
gene_3322104,3
DSM22607_5_GL0109406,3
gene_3965382,3
G1-1A_GL0086515,3
gene_3553303,3
gene_4104321,3
gene_4451612,3
gene_3493426,3
DSM22607_9_GL0170348,3
MC-0-1_GL0073754,3
gene_3825068,3
gene_3053116,3
gene_4542823,3
gene_2803003,3
S-Fe10_GL0141249,3
gene_3804654,3
gene_3583416,3
gene_3818993,3
gene_3784328,3
4-1_GL0062047,3
NZ_RAYT01000537.1_cds_WP_120471049.1_2842,3
AF73-05_1_GL0254124,3
gene_2808841,3
gene_4516738,3
gene_4193419,3
gene_4225726,3
gene_3390481,3
gene_4438411,3
G1-1A_GL0000149,3
gene_3786873,3
gene_2973079,3
gene_3176472,3
gene_4558658,3
gene_4238253,3
NZ_CP021421.1_cds_WP_068961454.1_1340,3
gene_3589848,3
gene_4453786,3
gene_3548617,3
S-Fe1_GL0041143,3
gene_2784890,3
1-8_GL0033187,3
gene_4114375,3
Food_12_GL0001774,3
1-3_GL0071822,3
gene_4043028,3
gene_3008050,3
gene_4475333,3
gene_4120571,3
gene_2945018,3
gene_3644084,3
S-Fe19_GL0040619,3
gene_3306557,3
gene_3541109,3
gene_1714104,3
14_GL0053971,3
gene_3248455,3
gene_3932960,3
gene_4316494,3
10_GL0060055,3
gene_4474164,3
HF-F_11_GL0013993,3
gene_449095,3
gene_2674943,3
G1-1A_GL0024813,3
gene_4079624,3
gene_3092278,3
gene_4314161,3
gene_3770276,3
gene_1964717,3
gene_4296915,3
gene_4390267,3
gene_4372728,3
gene_3429850,3
gene_2693252,3
gene_4324548,3
gene_4264435,3
G1-4A_GL0039603,3
33_GL0082792,3
gene_2442657,3
gene_1450117,3
gene_3995393,3
gene_3413313,3
G1-1A_GL0032193,3
gene_3774726,3
gene_4543762,3
gene_3048821,3
gene_3586517,3
16_GL0065985,3
gene_3405115,3
gene_3135174,3
gene_3845515,3
gene_3589005,3
gene_3911296,3
gene_3850125,3
gene_2870566,3
gene_2176472,3
gene_4468907,3
gene_3836816,3
gene_2234876,3
gene_3435592,3
gene_4601154,3
gene_3791539,3
gene_556288,3
gene_4441508,3
gene_3957482,3
gene_4040299,3
gene_3408169,3
gene_4215519,3
10_GL0023873,3
gene_3389892,3
gene_2019277,3
gene_2116137,3
gene_3259475,3
gene_2425000,3
gene_341622,3
gene_4603971,3
HF-S_10_GL0274139,3
S-Fe16_GL0063176,3
gene_2495952,3
gene_4491723,3
G1-1A_GL0100827,3
gene_181078,3
gene_2968324,3
gene_4037305,3
gene_2591201,3
G1-1A_GL0002666,3
gene_4087069,3
gene_3373369,3
gene_3509165,3
gene_3804455,3
gene_2667171,3
gene_3126646,3
Chow_3_GL0188046,3
gene_2936923,3
gene_3563398,3
gene_1945451,3
gene_3672729,3
G1-1A_GL0059746,3
gene_2844422,3
4_GL0021176,3
gene_2089496,3
gene_3257752,3
gene_2984849,3
S-Fe3_GL0074730,3
gene_2176752,3
gene_2417290,3
gene_3996055,3
gene_3658581,3
gene_3280789,3
gene_2891613,3
gene_2366897,3
gene_3224748,3
gene_4564815,3
gene_3725736,3
gene_3153779,3
10_GL0063443,3
gene_4244958,3
Chow_6_GL0007268,3
gene_3895626,3
gene_3566476,3
G1-1A_GL0015551,3
gene_3716744,3
gene_3902466,3
gene_2928885,3
gene_3297642,3
gene_1005848,3
G1-1A_GL0095248,3
gene_4026734,3
gene_3838214,3
gene_4481569,3
gene_2921315,3
gene_2386505,3
gene_4422245,3
gene_1634838,3
gene_3324831,3
gene_2969344,3
gene_3266115,3
gene_3790447,3
S-Fe11_GL0000298,3
gene_2732415,3
10_GL0030361,3
gene_3476123,3
gene_4628859,3
gene_4506435,3
gene_4408377,3
gene_3207069,3
gene_3741608,3
gene_4219975,3
gene_3138519,3
gene_4044510,3
gene_3062850,3
NZ_RAYW01000017.1_cds_WP_121699337.1_506,3
gene_3966564,3
gene_2897328,3
gene_3913208,3
gene_3326942,3
gene_2933866,3
G1-4A_GL0052229,3
gene_3740974,3
gene_2994326,3
gene_3893344,3
Chow_1_GL0051059,3
gene_4548880,3
gene_2258697,3
gene_4580585,3
10_GL0097708,3
gene_3302393,3
gene_3973258,3
gene_4074200,3
gene_2574608,3
gene_4113037,3
MC-6-3_GL0112639,3
gene_3449581,3
gene_3614989,3
31_GL0062975,3
S-Fe16_GL0104674,3
gene_4163357,3
gene_3963626,3
gene_3574351,3
gene_3229942,3
gene_4375571,3
G1-1A_GL0095230,3
gene_3743926,3
gene_3645021,3
gene_3861557,3
G1-1A_GL0015466,3
gene_3795783,3
gene_4003917,3
gene_4288611,3
gene_4513374,3
gene_4312653,3
19_GL0072148,3
gene_3808717,3
NZ_CP021421.1_cds_WP_068960111.1_273,3
gene_3247630,3
gene_3782690,3
gene_3757800,3
gene_4594536,3
gene_3516152,3
gene_3240925,3
gene_4237657,3
gene_4597542,3
G1-1A_GL0068232,3
gene_3733925,3
gene_4503080,3
gene_2552714,3
11_GL0083591,3
gene_4623555,3
MC-0-1_GL0097748,3
10_GL0030276,3
gene_2543693,3
gene_3422473,3
S-Fe10_GL0032640,3
gene_4096149,3
gene_3983043,3
gene_4098746,3
gene_4161483,3
gene_4275353,3
gene_3307171,3
S-Fe20_GL0177678,3
gene_3670808,3
gene_3631428,3
Food_3_GL0143785,3
gene_3356327,3
gene_4211270,3
gene_3915072,3
gene_2779585,3
gene_2536862,3
gene_4601979,3
1A-dyr1-07_GL0011444,3
gene_4465585,3
gene_3514468,3
gene_3628156,3
28_GL0071851,3
50_GL0034960,3
gene_2764865,3
gene_3153333,3
gene_3511911,3
gene_3993965,3
gene_2918326,3
DSM22607_8_GL0210005,3
4_GL0031526,3
11_GL0083546,3
gene_3727592,3
S-Fe1_GL0192211,3
gene_2894075,3
S-Fe10_GL0051400,3
gene_4174323,3
gene_4635248,3
gene_2835684,3
gene_3661395,3
gene_4092430,3
gene_2399798,3
gene_3411210,3
gene_3118101,3
gene_4195862,3
gene_4499770,3
gene_3908097,3
gene_3059119,3
gene_4563543,3
gene_4215597,3
gene_4269608,3
MC-6-1_GL0063872,3
G1-7A_GL0000952,3
gene_4346219,3
gene_4628737,3
gene_3228875,3
gene_3771137,3
gene_2976934,3
gene_3915314,3
gene_4134988,3
gene_4267160,3
gene_2740804,3
gene_4267268,3
gene_3787809,3
gene_2719082,3
gene_2452078,3
gene_4189309,3
MH-0-5_GL0053069,3
gene_3695697,3
gene_3750767,3
gene_4372174,3
Food_12_GL0189378,3
gene_3721770,3
gene_3245469,3
NZ_KB822413.1_cds_WP_004039861.1_230,3
32_GL0109807,3
gene_3997249,3
gene_3536177,3
gene_2513033,3
gene_4137552,3
HF-F_6_GL0061409,3
gene_4063913,3
MC-0-3_GL0038381,3
gene_2700208,3
gene_3434928,3
gene_3624099,3
gene_2487297,3
gene_2454607,3
gene_3594905,3
gene_2894582,3
gene_4419419,3
gene_2272029,3
gene_3361462,3
gene_4054086,3
gene_4379277,3
gene_3667362,3
AF73-05_10_GL0351049,3
gene_2585103,3
gene_2406273,3
gene_4308052,3
10_GL0087658,3
gene_2652755,3
gene_2420949,3
gene_4358653,3
gene_3616449,3
gene_2649979,3
gene_3001286,3
gene_2784787,3
4-8_GL0109544,3
Food_8_GL0075767,3
gene_369726,3
gene_3560877,3
gene_3527705,3
Chow_1_GL0199000,3
1A-dyr2-07_GL0034117,3
gene_4180709,3
gene_2675107,3
gene_3671917,3
gene_4323144,3
gene_1681438,3
gene_4620475,3
gene_4586808,3
gene_4342312,3
gene_3874250,3
gene_3383513,3
NZ_RAYW01000017.1_cds_WP_121699344.1_514,3
gene_3043013,3
gene_3883176,3
gene_521144,3
gene_2837371,3
gene_3665998,3
gene_3583534,3
gene_4200277,3
gene_3868155,3
gene_3358693,3
NZ_CP021421.1_cds_WP_068961727.1_1034,3
gene_2636038,3
G1-1A_GL0012229,3
gene_2801091,3
S-Fe11_GL0152932,3
gene_3510136,3
gene_4017283,3
gene_3711964,3
gene_3772322,3
gene_3759652,3
S-Fe10_GL0074865,3
40_GL0030062,3
gene_3822303,3
gene_4480337,3
gene_3784007,3
gene_2911690,3
gene_2823766,3
gene_3186953,3
gene_3275528,3
gene_1809076,3
gene_4357050,3
10_GL0097561,3
gene_3978557,3
gene_4623016,3
gene_4517761,3
gene_4079486,3
gene_3163037,3
gene_4623938,3
10_GL0037685,3
gene_3630375,3
gene_3058473,3
gene_4598089,3
gene_2614963,3
11_GL0071122,3
gene_1796839,3
gene_4222239,3
gene_4237560,3
gene_2677342,3
gene_2566453,3
gene_3938121,3
gene_3604219,3
25_GL0033526,3
gene_3879286,3
gene_3582211,3
gene_3981901,3
gene_3219737,3
AF73-05_2_GL0167640,3
gene_3270522,3
gene_4554125,3
gene_3584709,3
gene_3698787,3
gene_3183345,3
gene_3433564,3
10_GL0012993,3
gene_3705972,3
gene_2743487,3
S-Fe18_GL0054252,3
gene_4355825,3
MC-0-3_GL0058267,3
gene_4357503,3
gene_4127779,3
AF73-05_10_GL0290713,3
gene_4576233,3
gene_3059444,3
gene_3957796,3
NZ_RAYX01000010.1_cds_WP_120376595.1_69,3
gene_2477415,3
gene_4174420,3
gene_4233529,3
gene_2285030,3
gene_4087767,3
gene_2743604,3
gene_4378241,3
gene_4154022,3
10_GL0065302,3
gene_2966334,3
gene_3630859,3
gene_2185654,3
gene_3731582,3
10_GL0072676,3
gene_2760424,3
gene_4188924,3
gene_4109222,3
14_GL0094730,3
gene_4005486,3
gene_4513141,3
MC-0-1_GL0076951,3
gene_4260881,3
gene_4311634,3
gene_2876689,3
gene_3597655,3
gene_3822722,3
S-Fe12_GL0039930,3
14_GL0032656,3
14_GL0042064,3
gene_3164828,3
gene_4012045,3
10_GL0060052,3
G1-1A_GL0096517,3
gene_4301319,3
gene_4189879,3
gene_4528453,3
gene_3567696,3
gene_3872025,3
gene_3372406,3
G1-1A_GL0092989,3
gene_3041723,3
gene_2828590,3
G1-1A_GL0109498,3
gene_4472101,3
31_GL0043820,3
gene_2522441,3
gene_3734920,3
S-Fe18_GL0086606,3
gene_3419923,3
MH-0-5_GL0121294,3
gene_2978087,3
gene_2067055,3
S-Fe11_GL0073970,3
gene_3932404,3
Chow_2_GL0162390,3
gene_3177061,3
gene_4392918,3
G1-1A_GL0024708,3
14_GL0097358,3
gene_4450859,3
S-Fe10_GL0153909,3
DSM22607_2_GL0210439,3
gene_4375735,3
gene_2834338,3
gene_1334074,3
gene_2458937,3
gene_3811204,3
gene_4512599,3
gene_4224995,3
MH-0-4_GL0020907,3
G1-1A_GL0040515,3
gene_3608173,3
gene_3715815,3
NZ_RAZK01000387.1_cds_4112,3
gene_3217097,3
gene_4463005,3
10_GL0071864,3
gene_4065460,3
gene_2959387,3
gene_2300952,3
gene_2884504,3
gene_4434175,3
1-1_GL0113630,3
gene_1818566,3
gene_4407254,3
gene_3776871,3
gene_3293169,3
gene_3547948,3
gene_4130297,3
10_GL0000857,3
gene_4477833,3
gene_2699727,3
gene_3249622,3
Food_2_GL0017995,3
gene_3937003,3
gene_2468192,3
gene_4112760,3
gene_3370643,3
gene_4244660,3
gene_4177818,3
MH-6-5_GL0189766,3
gene_3118243,3
S-Fe6_GL0237600,3
gene_1593135,3
HF-S_12_GL0276600,3
gene_4552389,3
gene_4121066,3
gene_4289092,3
gene_4458302,3
S-Fe10_GL0004086,3
gene_3219598,3
gene_3936976,3
gene_1022355,3
MH-0-3_GL0073995,3
Food_13_GL0122703,3
gene_4188018,3
gene_4145755,3
gene_3473239,3
S-Fe12_GL0126994,3
2A-dyr13-07_GL0031568,3
gene_4042037,3
21_GL0002391,3
MC-0-3_GL0033333,3
gene_3404303,3
gene_4432078,3
1-4_GL0016402,3
gene_4533437,3
G1-1A_GL0003540,3
gene_4527689,3
gene_4580201,3
MC-6-1_GL0017038,3
gene_3116645,3
gene_2514009,3
gene_4358442,3
gene_3891935,3
gene_4590123,3
gene_4259138,3
gene_3783724,3
1-8_GL0027155,3
10_GL0063662,3
gene_3961730,3
gene_3102836,3
gene_3189631,3
gene_4123125,3
gene_2853618,3
gene_4113174,3
G1-7A_GL0071659,3
gene_2956828,3
S-Fe3_GL0212360,3
gene_181040,3
gene_4468396,3
gene_2360219,3
gene_4476677,3
gene_2954303,3
gene_4605175,3
gene_2729384,3
gene_4014193,3
gene_4240894,3
gene_4098228,3
gene_3391998,3
gene_127611,3
gene_3132572,3
gene_4331249,3
gene_3857758,3
gene_3671745,3
gene_3589985,3
gene_2818935,3
gene_3793634,3
gene_2480365,3
gene_4114296,3
AF73-05_6_GL0193079,3
gene_4546648,3
gene_4201662,3
gene_4546677,3
11_GL0046258,3
gene_3985961,3
gene_4599142,3
gene_4303515,3
gene_4411309,3
gene_4432404,3
gene_4347463,3
gene_4126732,3
gene_3873377,3
gene_2499700,3
gene_4408304,3
G1-7A_GL0156134,3
NZ_CP021421.1_cds_WP_068960583.1_2402,3
MH-6-5_GL0019870,3
gene_4553513,3
gene_3839971,3
gene_4097284,3
gene_4327320,3
gene_3970893,3
gene_2601104,3
gene_4441056,3
gene_4388570,3
gene_3258292,3
gene_3084145,3
Food_4_GL0328972,3
gene_4358792,3
S-Fe13_GL0041158,3
gene_4132734,3
gene_4624389,3
gene_4455584,3
gene_4253822,3
gene_3424838,3
S-Fe10_GL0093936,3
gene_4199573,3
gene_608702,3
gene_3851376,3
G1-1A_GL0000295,3
gene_3774932,3
gene_4009460,3
6-4_GL0042158,3
gene_3241074,3
G1-1A_GL0106044,3
gene_3215355,3
gene_4349786,3
gene_3389753,3
gene_4470223,3
gene_4158735,3
gene_4365790,3
gene_2629747,3
1A-dyr3-06_GL0004449,3
gene_3508073,3
gene_3939125,3
gene_3004561,3
gene_2972792,3
gene_2598479,3
gene_3837904,3
gene_2837123,3
7-3_GL0028032,3
gene_4181284,3
gene_4065227,3
1-1_GL0010110,3
gene_4573895,3
G1-1A_GL0057464,3
gene_4114387,3
AF73-05_2_GL0118036,3
gene_4442354,3
gene_3471658,3
gene_4161470,3
gene_3701855,3
Chow_8_GL0039856,3
gene_3886601,3
gene_2336314,3
gene_4132304,3
gene_2187977,3
gene_3795753,3
gene_1594517,3
gene_2404562,3
G1-1A_GL0083418,3
gene_3464429,3
gene_3848489,3
gene_1918150,3
gene_4341106,3
gene_4011639,3
gene_3644109,3
gene_3351141,3
gene_3169786,3
gene_4359663,3
gene_2292666,3
gene_3001359,3
gene_3952957,3
gene_3162977,3
gene_2266428,3
gene_3426736,3
S-Fe19_GL0101995,3
gene_3999500,3
DSM22607_10_GL0055181,3
gene_4455187,3
S-Fe11_GL0063452,3
gene_3596742,3
gene_4620099,3
gene_4521251,3
gene_2968860,3
gene_2117752,3
gene_4150512,3
gene_4409705,3
S-Fe10_GL0059591,3
gene_4098128,3
gene_4094399,3
gene_3213923,3
gene_4320044,3
G1-3A_GL0097093,3
gene_3179348,3
gene_2065978,3
gene_4162441,3
Chow_1_GL0161532,3
gene_4078783,3
gene_2529565,3
gene_3942902,3
gene_3986943,3
G1-1A_GL0113949,3
gene_2266378,3
6_GL0108669,3
gene_4588405,3
gene_1884464,3
gene_3206680,3
gene_2227912,3
gene_4224951,3
gene_2733812,3
gene_2956928,3
gene_4484796,3
gene_4158724,3
gene_4159866,3
gene_4615198,3
gene_3634350,3
gene_2143144,3
gene_2605359,3
gene_3162368,3
gene_4223060,3
gene_4538887,3
gene_3861359,3
NZ_CP021421.1_cds_WP_068960907.1_1980,3
gene_3466844,3
gene_4543763,3
gene_4494897,3
NZ_CP021421.1_cds_WP_068961376.1_1427,3
gene_3705400,3
gene_3714768,3
gene_3846835,3
gene_4321067,3
gene_3572238,3
Group2-3A_GL0097178,3
gene_4212189,3
gene_2492414,3
gene_4630016,3
MH-6-2_GL0056336,3
gene_2580641,3
gene_3475492,3
gene_3870748,3
gene_3748200,3
Food_4_GL0136360,3
gene_3932236,3
gene_355358,3
gene_3504238,3
G1-1A_GL0024775,3
gene_4041499,3
gene_3876385,3
gene_3958808,3
gene_2844792,3
gene_4381956,3
gene_1802918,3
gene_4240427,3
gene_3355380,3
gene_4302352,3
gene_3723057,3
gene_3633301,3
gene_3941478,3
MC-6-2_GL0001290,3
gene_2397172,3
gene_4033597,3
gene_3757567,3
1-1_GL0120857,3
gene_4297518,3
gene_3909037,3
gene_3631035,3
S-Fe11_GL0050482,3
gene_2897445,3
gene_4587806,3
gene_3832126,3
gene_2400525,3
gene_4315211,3
gene_4081832,3
gene_3261220,3
gene_3274302,3
gene_4587355,3
gene_3016597,3
gene_2984559,3
gene_1918541,3
gene_3242957,3
gene_438103,3
G1-1A_GL0063024,3
gene_4234829,3
S-Fe6_GL0265159,3
gene_3374059,3
gene_3788727,3
gene_4365218,3
gene_4550454,3
gene_4501446,3
gene_4045642,3
gene_3108929,3
gene_960547,3
gene_3675718,3
gene_3472289,3
gene_2022719,3
MH-6-2_GL0000911,3
gene_3808275,3
gene_3453952,3
gene_3867608,3
gene_4012115,3
HF-F_1_GL0148097,3
gene_2489999,3
gene_4463888,3
MC-6-3_GL0071009,3
gene_3483304,3
gene_3992028,3
gene_2763917,3
4-1_GL0013972,3
gene_3104217,3
Food_6_GL0263129,3
gene_4100335,3
gene_4235916,3
gene_3191092,3
gene_4535678,3
16_GL0080745,3
gene_4275075,3
gene_4579304,3
gene_4471178,3
MH-0-3_GL0054392,3
gene_3197534,3
45_GL0002345,3
gene_3862041,3
gene_4621024,3
gene_3878319,3
gene_3077378,3
gene_4632416,3
MC-0-3_GL0032033,3
MC-0-1_GL0100537,3
gene_3962510,3
Chow_5_GL0100442,3
gene_4020443,3
gene_2769323,3
gene_4325569,3
NZ_CP021421.1_cds_WP_068961383.1_1420,3
gene_4513103,3
gene_3821191,3
NZ_CP021421.1_cds_WP_068961616.1_1161,3
gene_4349759,3
gene_2300060,3
gene_3935627,3
S-Fe10_GL0062158,3
16_GL0027199,3
gene_2710249,3
gene_4142293,3
gene_4235131,3
gene_341635,3
gene_3787391,3
gene_3605313,3
gene_3023621,3
19_GL0077363,3
gene_4394949,3
gene_2737660,3
G1-1A_GL0022236,3
gene_4471488,3
gene_4240057,3
gene_4299393,3
gene_1488195,3
gene_3645097,3
gene_4125573,3
gene_3721133,3
gene_3909638,3
gene_3294401,3
gene_3513241,3
gene_2677691,3
gene_3956102,3
gene_4578071,3
S-Fe2_GL0048513,3
gene_3323497,3
gene_4033891,3
gene_3385890,3
gene_3689845,3
11_GL0006961,3
gene_3678197,3
Chow_6_GL0094701,3
gene_3022300,3
gene_3654488,3
gene_2968272,3
gene_3872892,3
gene_3322036,3
gene_4562845,3
gene_4395903,3
gene_4527279,3
gene_4115299,3
gene_4196397,3
gene_2729692,3
gene_4117353,3
gene_3537208,3
gene_4001007,3
1-1_GL0016768,3
gene_3183814,3
gene_2414064,3
gene_3995392,3
gene_1281411,3
gene_3626910,3
gene_3992840,3
gene_3477526,3
gene_4635496,3
gene_3508560,3
gene_4637991,3
gene_4048018,3
gene_3665222,3
gene_4611380,3
S-Fe13_GL0036027,3
gene_3938864,3
42_GL0072023,3
gene_1097625,3
AF73-05_11_GL0156192,3
gene_3703026,3
OB-1_9_GL0221156,3
gene_4206726,3
gene_4117691,3
gene_2223997,3
gene_3351242,3
gene_2993850,3
gene_4044470,3
gene_2884623,3
gene_2909626,3
gene_4457184,3
gene_4480177,3
gene_3507614,3
gene_3179266,3
gene_4443458,3
gene_3390528,3
gene_3409837,3
DSM22607_11_GL0088847,3
gene_4072045,3
gene_3960465,3
gene_3972034,3
gene_3096025,3
gene_4541814,3
gene_4195452,3
gene_3927416,3
gene_3496050,3
gene_2261665,3
gene_2826153,3
gene_3094866,3
gene_2288640,3
gene_4165336,3
gene_4565954,3
16_GL0115629,3
gene_2934273,3
gene_3273521,3
gene_3506563,3
gene_3962564,3
gene_187578,3
gene_3449054,3
gene_3665028,3
gene_3062049,3
gene_3136271,3
gene_3274510,3
gene_4430866,3
gene_4414928,3
MC-0-1_GL0048359,3
gene_3343235,3
gene_2575160,3
gene_2383332,3
gene_4591221,3
31_GL0083356,3
gene_2247959,3
gene_3601915,3
1A-dyr3-06_GL0052561,3
gene_4216711,3
gene_3670396,3
gene_423149,3
gene_4054175,3
gene_3026219,3
gene_4524559,3
G1-1A_GL0095191,3
gene_4127124,3
gene_3621937,3
gene_2195150,3
gene_2450464,3
gene_3121254,3
gene_2944314,3
gene_4565420,3
gene_4634851,3
gene_2906736,3
gene_3217135,3
gene_4141128,3
Food_3_GL0233562,3
AF73-05_11_GL0059957,3
G1-1A_GL0002820,3
gene_2689414,3
gene_4277680,3
gene_3353275,3
S-Fe10_GL0141435,3
gene_4026988,3
gene_803966,3
gene_4347426,3
gene_3416320,3
AF73-05_1_GL0237637,3
G1-1A_GL0057467,3
gene_3081017,3
6-5_GL0120142,3
gene_1934769,3
gene_4235826,3
10_GL0063264,3
gene_3116288,3
gene_3164638,3
gene_3574987,3
gene_3303057,3
HF-F_3_GL0111079,3
gene_2677036,3
gene_2845549,3
gene_4174650,3
gene_3831531,3
gene_4002209,3
gene_3538503,3
gene_2527605,3
MC-0-3_GL0020977,3
gene_4382652,3
4-8_GL0106806,3
G1-1A_GL0033816,3
gene_4476202,3
gene_3811207,3
10_GL0061912,3
gene_2968357,3
gene_4256091,3
gene_4017565,3
gene_2153217,3
gene_3363779,3
gene_3315029,3
gene_4176876,3
MC-0-3_GL0081412,3
gene_3942132,3
gene_3334042,3
gene_2441244,3
gene_4492585,3
7-8_GL0083079,3
gene_4064842,3
gene_2248241,3
gene_3169185,3
gene_4096674,3
gene_2876059,3
gene_4611204,3
gene_3665506,3
gene_3397781,3
gene_4233309,3
gene_3835500,3
gene_1869374,3
OB-1_1_GL0391950,3
gene_3625605,3
gene_3670933,3
gene_3232664,3
gene_3513320,3
gene_4312544,3
gene_4439762,3
Food_14_GL0022880,3
S-Fe19_GL0037532,3
gene_2728686,3
gene_3944217,3
11_GL0128311,3
gene_318923,3
gene_4257919,3
gene_2125388,3
gene_3001898,3
MC-0-1_GL0101901,3
gene_3033437,3
gene_4589940,3
gene_3511403,3
gene_4458691,3
gene_3880104,3
gene_4611749,3
gene_3838837,3
gene_999470,3
gene_1762085,3
gene_3897335,3
gene_4382110,3
gene_3857776,3
gene_2326518,3
gene_3377323,3
gene_4615396,3
S-Fe10_GL0031816,3
gene_4498768,3
gene_2826345,3
gene_4381836,3
Chow_6_GL0123311,3
gene_4474558,3
gene_3568743,3
gene_3892224,3
gene_4408642,3
gene_4105186,3
gene_4414798,3
gene_4053256,3
gene_4059456,3
gene_3918785,3
11_GL0083570,3
gene_4242514,3
gene_4446694,3
34_GL0071583,3
gene_3520664,3
gene_4334675,3
gene_3543199,3
gene_3119230,3
gene_2922790,3
gene_4550785,3
6-8_GL0016327,3
gene_4182793,3
G1-1A_GL0086552,3
gene_4210807,3
S-Fe10_GL0090080,3
40_GL0020545,3
gene_4083815,3
G1-1A_GL0003548,3
gene_3677582,3
gene_2017567,3
gene_2970709,3
19_GL0005741,3
gene_127617,3
10_GL0002231,3
gene_4430222,3
gene_3964298,3
gene_2503640,3
gene_3757373,3
gene_4425085,3
gene_4284190,3
gene_4019670,3
gene_3144300,3
gene_2935320,3
gene_4471365,3
gene_3565283,3
gene_3009499,3
gene_4382111,3
gene_2451754,3
MC-0-3_GL0030325,3
gene_3988932,3
gene_3584248,3
gene_4234495,3
gene_2879918,3
gene_3495550,3
gene_3609984,3
gene_2674034,3
Food_14_GL0103736,3
gene_4134132,3
11_GL0061747,3
gene_4278027,3
gene_3426651,3
gene_4452489,3
gene_4423319,3
gene_3832513,3
gene_3740480,3
gene_2197991,3
gene_3336534,3
gene_2289291,3
gene_3860157,3
gene_3385702,3
gene_4400501,3
G1-1A_GL0101157,3
16_GL0069181,3
MC-0-3_GL0038935,3
gene_4489615,3
gene_4225308,3
gene_4026592,3
gene_3674490,3
gene_3764903,3
S-Fe4_GL0012110,3
gene_4595331,3
gene_3860944,3
gene_3753554,3
Chow_3_GL0124136,3
MH-0-5_GL0122256,3
gene_4081769,3
1-1_GL0139444,3
gene_3764930,3
S-Fe20_GL0078047,3
11_GL0082551,3
S-Fe17_GL0124456,3
gene_4026309,3
gene_4057383,3
gene_3959369,3
gene_2726224,3
gene_2632262,3
gene_4448140,3
gene_2999404,3
gene_3398442,3
S-Fe8_GL0267179,3
gene_4638986,3
MC-0-3_GL0077915,3
gene_4581059,3
gene_3980803,3
gene_3148004,3
gene_4077719,3
gene_2249868,3
gene_4386921,3
gene_4177129,3
